"name","name-matched","type","state","party","committee-id","committee","title","rank","score"
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSFI13","International Trade, Customs, and Global Competitiveness","Member",4,4083
"Flores, Bill","Bill Flores","Representative","TX","R","HSIF","House Committee on Energy and Commerce","Member",26,4083
"Flores, Bill","Bill Flores","Representative","TX","R","HSIF02","Oversight and Investigations","Member",7,4083
"Flores, Bill","Bill Flores","Representative","TX","R","HSIF03","Energy and Power","Member",14,4083
"Flores, Bill","Bill Flores","Representative","TX","R","HSIF18","Environment and the Economy","Member",10,4083
"Shuster, Bill","Bill Shuster","Representative","PA","R","HSAS","House Committee on Armed Services","Member",12,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R","HSAS26","Emerging Threats and Capabilities","Member",3,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R","HSPW","House Committee on Transportation and Infrastructure","Chair",1,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R","HSPW02","Water Resources and Environment","Ex Officio",17,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R","HSPW05","Aviation","Ex Officio",20,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R","HSPW07","Coast Guard and Maritime Transportation","Ex Officio",10,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R","HSPW12","Highways and Transit","Ex Officio",27,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R","HSPW13","Economic Development, Public Buildings, and Emergency Management","Ex Officio",10,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R","HSPW14","Railroads, Pipelines, and Hazardous Materials","Ex Officio",17,8178
"Kelly, Mike","Mike Kelly","Representative","PA","R","HSWM","House Committee on Ways and Means","Member",17,2036
"Kelly, Mike","Mike Kelly","Representative","PA","R","HSWM01","Social Security","Member",5,2036
"Kelly, Mike","Mike Kelly","Representative","PA","R","HSWM04","Trade","Member",9,2036
"Kelly, Mike","Mike Kelly","Representative","PA","R","HSWM05","Tax Policy","Member",6,2036
"Pompeo, Mike","Mike Pompeo","Representative","KS","R","HLIG01","Central Intelligence Agency","Member",6,4083
"Pompeo, Mike","Mike Pompeo","Representative","KS","R","HLIG02","National Security Agency and Cybersecurity","Member",5,4083
"Pompeo, Mike","Mike Pompeo","Representative","KS","R","HLZI","House Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi","Member",5,4083
"Pompeo, Mike","Mike Pompeo","Representative","KS","R","HSIF","House Committee on Energy and Commerce","Member",18,4083
"Pompeo, Mike","Mike Pompeo","Representative","KS","R","HSIF03","Energy and Power","Member",8,4083
"Pompeo, Mike","Mike Pompeo","Representative","KS","R","HSIF16","Communications and Technology","Member",9,4083
"Pompeo, Mike","Mike Pompeo","Representative","KS","R","HSIF17","Commerce, Manufacturing, and Trade","Member",7,4083
"Rouzer, David","David Rouzer","Representative","NC","R","HSAG","House Committee on Agriculture","Member",22,8178
"Rouzer, David","David Rouzer","Representative","NC","R","HSAG03","Nutrition","Member",10,8178
"Rouzer, David","David Rouzer","Representative","NC","R","HSAG29","Livestock and Foreign Agriculture","Chair",1,8178
"Rouzer, David","David Rouzer","Representative","NC","R","HSPW","House Committee on Transportation and Infrastructure","Member",32,8178
"Rouzer, David","David Rouzer","Representative","NC","R","HSPW02","Water Resources and Environment","Member",16,8178
"Rouzer, David","David Rouzer","Representative","NC","R","HSPW07","Coast Guard and Maritime Transportation","Member",8,8178
"Rouzer, David","David Rouzer","Representative","NC","R","HSPW13","Economic Development, Public Buildings, and Emergency Management","Member",9,8178
"Walters, Mimi","Mimi Walters","Representative","CA","R","HSJU","House Committee on the Judiciary","Member",19,8178
"Walters, Mimi","Mimi Walters","Representative","CA","R","HSJU03","Courts, Intellectual Property, and the Internet","Member",14,8178
"Walters, Mimi","Mimi Walters","Representative","CA","R","HSJU05","Regulatory Reform, Commercial, and Antitrust Law","Member",5,8178
"Walters, Mimi","Mimi Walters","Representative","CA","R","HSPW","House Committee on Transportation and Infrastructure","Member",29,8178
"Walters, Mimi","Mimi Walters","Representative","CA","R","HSPW05","Aviation","Member",16,8178
"Walters, Mimi","Mimi Walters","Representative","CA","R","HSPW12","Highways and Transit","Member",25,8178
"Walters, Mimi","Mimi Walters","Representative","CA","R","HSPW14","Railroads, Pipelines, and Hazardous Materials","Member",15,8178
"Collins, Chris","Chris Collins","Representative","NY","R","HSIF","House Committee on Energy and Commerce","Member",30,16369
"Collins, Chris","Chris Collins","Representative","NY","R","HSIF02","Oversight and Investigations","Member",11,16369
"Collins, Chris","Chris Collins","Representative","NY","R","HSIF14","Health","Member",16,16369
"Collins, Chris","Chris Collins","Representative","NY","R","HSIF16","Communications and Technology","Member",15,16369
"Fudge, Marcia L","Marcia L. Fudge","Representative","OH","D","HSAG","House Committee on Agriculture","Member",5,622
"Fudge, Marcia L","Marcia L. Fudge","Representative","OH","D","HSAG03","Nutrition","Member",2,622
"Fudge, Marcia L","Marcia L. Fudge","Representative","OH","D","HSAG14","Biotechnology, Horticulture, and Research","Member",2,622
"Fudge, Marcia L","Marcia L. Fudge","Representative","OH","D","HSED","House Committee on Education and the Workforce","Member",6,622
"Fudge, Marcia L","Marcia L. Fudge","Representative","OH","D","HSED10","Workforce Protections","Member",6,622
"Fudge, Marcia L","Marcia L. Fudge","Representative","OH","D","HSED14","Early Childhood, Elementary, and Secondary Education","Ranking Member",1,622
"Barton, Joe","Joe Barton","Representative","TX","R","HSIF","House Committee on Energy and Commerce","Member",2,2036
"Barton, Joe","Joe Barton","Representative","TX","R","HSIF02","Oversight and Investigations","Member",13,2036
"Barton, Joe","Joe Barton","Representative","TX","R","HSIF03","Energy and Power","Member",17,2036
"Barton, Joe","Joe Barton","Representative","TX","R","HSIF14","Health","Member",17,2036
"Barton, Joe","Joe Barton","Representative","TX","R","HSIF16","Communications and Technology","Member",17,2036
"Chaffetz, Jason","Jason Chaffetz","Representative","UT","R","HSGO","House Committee on Oversight and Government Reform","Chair",1,32752
"Chaffetz, Jason","Jason Chaffetz","Representative","UT","R","HSJU","House Committee on the Judiciary","Member",12,32752
"Chaffetz, Jason","Jason Chaffetz","Representative","UT","R","HSJU03","Courts, Intellectual Property, and the Internet","Member",10,32752
"Chaffetz, Jason","Jason Chaffetz","Representative","UT","R","HSJU08","Crime, Terrorism, Homeland Security, and Investigations","Member",6,32752
"Johnson, Bill","Bill Johnson","Representative","OH","R","HSIF","House Committee on Energy and Commerce","Member",22,8178
"Johnson, Bill","Bill Johnson","Representative","OH","R","HSIF03","Energy and Power","Member",11,8178
"Johnson, Bill","Bill Johnson","Representative","OH","R","HSIF16","Communications and Technology","Member",12,8178
"Johnson, Bill","Bill Johnson","Representative","OH","R","HSIF18","Environment and the Economy","Member",8,8178
"Johnson, Bill","Bill Johnson","Representative","OH","R","HSSY","House Committee on Science, Space, and Technology","Member",13,8178
"Johnson, Bill","Bill Johnson","Representative","OH","R","HSSY16","Space","Member",8,8178
"Johnson, Bill","Bill Johnson","Representative","OH","R","HSSY21","Oversight","Vice Chair",5,8178
"Neugebauer, Randy","Randy Neugebauer","Representative","TX","R","HSAG","House Committee on Agriculture","Vice Chair",5,131054
"Neugebauer, Randy","Randy Neugebauer","Representative","TX","R","HSAG03","Nutrition","Member",2,131054
"Neugebauer, Randy","Randy Neugebauer","Representative","TX","R","HSAG16","General Farm Commodities and Risk Management","Member",3,131054
"Neugebauer, Randy","Randy Neugebauer","Representative","TX","R","HSAG22","Commodity Exchanges, Energy, and Credit","Member",4,131054
"Neugebauer, Randy","Randy Neugebauer","Representative","TX","R","HSBA","House Committee on Financial Services","Member",6,131054
"Neugebauer, Randy","Randy Neugebauer","Representative","TX","R","HSBA15","Financial Institutions and Consumer Credit","Chair",1,131054
"Neugebauer, Randy","Randy Neugebauer","Representative","TX","R","HSBA16","Capital Markets and Government Sponsored Enterprises","Member",5,131054
"Neugebauer, Randy","Randy Neugebauer","Representative","TX","R","HSSY","House Committee on Science, Space, and Technology","Member",5,131054
"Neugebauer, Randy","Randy Neugebauer","Representative","TX","R","HSSY18","Environment","Member",3,131054
"Neugebauer, Randy","Randy Neugebauer","Representative","TX","R","HSSY20","Energy","Member",3,131054
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSAP","Senate Committee on Appropriations","Member",4,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSAP02","Department of Defense","Member",4,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",2,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSAP17","Department of the Interior, Environment, and Related Agencies","Member",2,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Member",5,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSAP22","Energy and Water Development","Chairman",1,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Member",3,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSEG","Senate Committee on Energy and Natural Resources","Member",11,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSEG01","Energy","Member",7,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSEG03","Public Lands, Forests, and Mining","Member",10,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSEG04","National Parks","Member",4,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSHR","Senate Committee on Health, Education, Labor, and Pensions","Chairman",1,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSHR09","Children and Families","Ex Officio",8,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSHR11","Employment and Workplace Safety","Ex Officio",7,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSHR12","Primary Health and Retirement Security","Ex Officio",10,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R","SSRA","Senate Committee on Rules and Administration","Member",2,65519
"Denham, Jeff","Jeff Denham","Representative","CA","R","HSAG","House Committee on Agriculture","Member",15,4083
"Denham, Jeff","Jeff Denham","Representative","CA","R","HSAG14","Biotechnology, Horticulture, and Research","Member",5,4083
"Denham, Jeff","Jeff Denham","Representative","CA","R","HSAG16","General Farm Commodities and Risk Management","Member",7,4083
"Denham, Jeff","Jeff Denham","Representative","CA","R","HSII","House Committee on Natural Resources","Member",15,4083
"Denham, Jeff","Jeff Denham","Representative","CA","R","HSII13","Water, Power and Oceans","Member",9,4083
"Denham, Jeff","Jeff Denham","Representative","CA","R","HSII24","Indian, Insular and Alaska Native Affairs","Member",5,4083
"Denham, Jeff","Jeff Denham","Representative","CA","R","HSPW","House Committee on Transportation and Infrastructure","Member",15,4083
"Denham, Jeff","Jeff Denham","Representative","CA","R","HSPW02","Water Resources and Environment","Member",6,4083
"Denham, Jeff","Jeff Denham","Representative","CA","R","HSPW12","Highways and Transit","Member",13,4083
"Denham, Jeff","Jeff Denham","Representative","CA","R","HSPW14","Railroads, Pipelines, and Hazardous Materials","Chair",1,4083
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",8,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSCM01","Aviation Operations, Safety, and Security","Member",6,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Member",5,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSCM22","Oceans, Atmosphere, Fisheries, and Coast Guard","Ranking Member",1,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSCM24","Space, Science, and Competitiveness","Member",3,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Ranking Member",1,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSCM26","Communications, Technology, Innovation, and the Internet","Member",7,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSEV","Senate Committee on Environment and Public Works","Member",8,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSEV09","Superfund, Waste Management, and Regulatory Oversight","Member",4,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSEV15","Fisheries, Water, and Wildlife","Member",6,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSGA","Senate Committee on Homeland Security and Governmental Affairs","Member",6,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSGA18","Federal Spending Oversight and Emergency Management","Member",3,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSGA19","Regulatory Affairs and Federal Management","Member",3,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D","SSSB","Senate Committee on Small Business and Entrepreneurship","Member",6,177
"Coffman, Mike","Mike Coffman","Representative","CO","R","HSAS","House Committee on Armed Services","Member",18,8178
"Coffman, Mike","Mike Coffman","Representative","CO","R","HSAS02","Military Personnel","Member",4,8178
"Coffman, Mike","Mike Coffman","Representative","CO","R","HSAS29","Strategic Forces","Member",4,8178
"Coffman, Mike","Mike Coffman","Representative","CO","R","HSVR","House Committee on Veterans' Affairs","Member",7,8178
"Coffman, Mike","Mike Coffman","Representative","CO","R","HSVR03","Health","Member",5,8178
"Coffman, Mike","Mike Coffman","Representative","CO","R","HSVR08","Oversight and Investigations","Chair",1,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",12,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R","SSCM01","Aviation Operations, Safety, and Security","Member",11,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Member",6,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R","SSCM24","Space, Science, and Competitiveness","Member",5,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R","SSCM26","Communications, Technology, Innovation, and the Internet","Member",11,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R","SSEG","Senate Committee on Energy and Natural Resources","Member",8,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R","SSEG01","Energy","Member",5,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R","SSEG03","Public Lands, Forests, and Mining","Member",7,8178
